type,Kloc+,Effort-,Defects-,Months-,Avg evals,budget,run
sway1,38.50714285714286,146.21428571428572,1677.2142857142858,17.407142857142855,4.0,6,14
xpln1,38.44285714285714,147.1142857142857,1543.5,16.985714285714288,4.0,6,14
sway2,42.72857142857142,146.57142857142858,1997.2142857142858,19.428571428571434,0.0,6,14
xpln2,34.98571428571428,124.8142857142857,1312.142857142857,18.264285714285712,0.0,6,14
top,3.5,10.8,109.0,7.799999999999998,93.0,6,14
all,47.5,252.0,2007.0,21.399999999999995,0.0,6,15
sway1,36.873333333333335,140.6,1607.8,17.153333333333332,4.0,6,15
xpln1,36.96666666666667,141.97333333333333,1491.6,16.82,4.0,6,15
sway2,40.74666666666666,140.8,1909.6,19.120000000000005,0.0,6,15
xpln2,35.18666666666666,126.49333333333333,1328.2,18.39333333333333,0.0,6,15
top,3.5,10.800000000000002,109.0,7.799999999999998,93.0,6,15
all,47.5,252.0,2007.0,21.399999999999995,0.0,6,16
sway1,35.175000000000004,133.3875,1526.1875,16.76875,4.0,6,16
xpln1,35.2625,135.35,1417.25,16.45625,4.0,6,16
sway2,39.818749999999994,139.35,1840.75,18.881250000000005,0.0,6,16
xpln2,34.525,122.33749999999999,1293.125,18.1875,0.0,6,16
top,3.5,10.800000000000002,109.0,7.799999999999998,93.0,6,16
all,47.5,252.0,2007.0,21.399999999999995,0.0,6,17
sway1,33.676470588235304,127.02352941176468,1454.1764705882354,16.429411764705883,4.0,6,17
xpln1,33.75882352941177,129.50588235294117,1351.6470588235295,16.13529411764706,4.0,6,17
sway2,41.39411764705882,148.79999999999998,1854.6470588235295,19.005882352941182,0.0,6,17
xpln2,33.65294117647059,118.6705882352941,1253.1764705882354,17.96470588235294,0.0,6,17
top,3.5,10.800000000000002,109.0,7.799999999999998,93.0,6,17
all,47.5,252.0,2007.0,21.39999999999999,0.0,6,18
sway1,32.91666666666667,122.63333333333331,1408.1666666666667,16.355555555555558,4.0,6,18
xpln1,32.99444444444445,125.64444444444445,1311.3333333333333,16.07777777777778,4.0,6,18
sway2,43.48333333333333,147.06666666666666,1880.888888888889,19.444444444444446,0.0,6,18
xpln2,33.894444444444446,120.4111111111111,1269.8333333333333,18.08888888888889,0.0,6,18
top,3.5,10.800000000000004,109.0,7.799999999999999,93.0,6,18
all,47.5,252.0,2007.0,21.39999999999999,0.0,6,19
sway1,32.236842105263165,127.49473684210524,1376.842105263158,16.310526315789474,4.0,6,19
xpln1,34.9421052631579,131.66315789473683,1386.6842105263158,16.40526315789474,4.0,6,19
sway2,41.74210526315789,141.9578947368421,1798.9473684210527,19.010526315789477,0.0,6,19
xpln2,33.473684210526315,117.86315789473683,1245.5263157894738,17.942105263157895,0.0,6,19
top,3.5,10.800000000000004,109.0,7.8,93.0,6,19
all,47.5,252.0,2007.0,21.39999999999999,0.0,6,20
sway1,31.125000000000007,123.51999999999998,1329.35,16.12,4.0,6,20
xpln1,33.895,128.07999999999998,1346.1,16.28,4.0,6,20
sway2,45.205,164.85999999999999,1919.5,19.310000000000002,0.0,6,20
xpln2,33.5,117.96999999999998,1247.05,17.99,0.0,6,20
top,3.5,10.800000000000004,109.0,7.8,93.0,6,20
