type,Kloc+,Effort-,Defects-,Months-,Avg evals,budget,run
xpln2,31.71875,118.5,1244.6875,18.224999999999998,0.0,8,16
top,5.5,18.0,172.0,9.099999999999998,93.0,8,16
all,47.5,252.0,2007.0,21.399999999999995,0.0,8,17
sway1,37.5,180.6235294117647,1685.0,17.83529411764706,4.0,8,17
xpln1,33.4470588235294,117.85882352941177,1361.6470588235295,16.164705882352937,4.0,8,17
sway2,49.27647058823529,183.05882352941177,1790.4705882352941,18.98235294117647,0.0,8,17
xpln2,32.088235294117645,120.3529411764706,1262.8235294117646,18.341176470588234,0.0,8,17
top,5.5,18.0,172.0,9.099999999999998,93.0,8,17
all,47.5,252.0,2007.0,21.39999999999999,0.0,8,18
sway1,35.99444444444444,173.36666666666667,1609.388888888889,17.51111111111111,4.0,8,18
xpln1,32.16666666666666,114.08888888888889,1310.2777777777778,15.955555555555552,4.0,8,18
sway2,47.63333333333333,176.22222222222223,1725.111111111111,18.7,0.0,8,18
xpln2,31.400000000000002,117.66666666666667,1231.7777777777778,18.16111111111111,0.0,8,18
top,5.5,18.0,172.0,9.099999999999998,93.0,8,18
all,47.5,252.0,2007.0,21.39999999999999,0.0,8,19
sway1,35.136842105263156,167.4,1557.0,17.321052631578947,4.0,8,19
xpln1,31.02105263157894,110.71578947368421,1258.3684210526317,15.705263157894732,4.0,8,19
sway2,46.16315789473684,170.10526315789474,1666.6315789473683,18.44736842105263,0.0,8,19
xpln2,30.536842105263162,114.63157894736842,1196.7368421052631,17.936842105263157,0.0,8,19
top,5.5,18.0,172.0,9.099999999999998,93.0,8,19
all,47.5,252.0,2007.0,21.39999999999999,0.0,8,20
sway1,34.08,162.03,1501.0,17.074999999999996,4.0,8,20
xpln1,29.954999999999995,106.97999999999999,1210.55,15.469999999999995,4.0,8,20
sway2,44.855000000000004,164.0,1614.6,18.279999999999998,0.0,8,20
xpln2,30.910000000000004,116.4,1214.55,18.049999999999997,0.0,8,20
top,5.5,18.0,172.0,9.099999999999998,93.0,8,20
