type,PSNR-,Energy-,Avg evals,budget,run
xpln2,44.9675,1191.9691666666668,1.9166666666666667,10,12
top,28.136666666666667,533.0708333333333,1000.0,10,12
all,45.70461538461538,1252.2392307692307,0.0,10,13
sway1,42.66153846153846,889.2646153846156,9.0,10,13
xpln1,43.19461538461539,1236.1307692307691,9.0,10,13
sway2,43.09461538461539,904.863846153846,2.0,10,13
xpln2,44.90615384615384,1189.5276923076924,2.0,10,13
top,28.266153846153845,532.53,1000.0,10,13
all,45.71999999999999,1252.2150000000001,0.0,10,14
sway1,42.40500000000001,925.3428571428574,9.0,10,14
xpln1,43.37357142857144,1231.95,9.0,10,14
sway2,43.40785714285715,907.987857142857,2.142857142857143,10,14
xpln2,45.07285714285714,1184.4271428571428,2.142857142857143,10,14
top,28.174285714285713,529.4071428571428,1000.0,10,14
all,45.712666666666664,1251.6760000000002,0.0,10,15
sway1,42.58133333333333,891.6826666666669,9.0,10,15
xpln1,43.54333333333334,1231.262,9.0,10,15
sway2,43.114000000000004,929.1986666666666,2.2666666666666666,10,15
xpln2,45.129999999999995,1184.4033333333332,2.2666666666666666,10,15
top,28.055333333333333,532.5013333333333,1000.0,10,15
all,45.72624999999999,1254.6881250000001,0.0,10,16
sway1,42.456875000000004,900.8887500000002,9.0,10,16
xpln1,43.59250000000001,1231.684375,9.0,10,16
sway2,42.862500000000004,944.9656249999998,2.125,10,16
xpln2,45.08,1190.99,2.125,10,16
top,28.043125,525.863125,1000.0,10,16
all,45.70941176470588,1253.6000000000001,0.0,10,17
sway1,42.72882352941177,971.888823529412,9.0,10,17
xpln1,43.79411764705883,1292.7664705882353,9.0,10,17
sway2,43.04941176470589,959.3452941176469,2.176470588235294,10,17
xpln2,45.0364705882353,1189.96,2.176470588235294,10,17
top,28.00470588235294,534.7841176470588,1000.0,10,17
all,45.721666666666664,1252.1583333333335,0.0,10,18
sway1,42.906666666666666,1000.2983333333335,9.0,10,18
xpln1,43.89222222222223,1275.697222222222,9.0,10,18
sway2,42.91833333333333,971.1366666666664,2.0555555555555554,10,18
xpln2,45.080000000000005,1185.0416666666667,2.0555555555555554,10,18
top,27.932222222222222,522.3744444444444,1000.0,10,18
all,45.73105263157894,1251.1647368421054,0.0,10,19
sway1,42.776315789473685,968.9205263157895,9.0,10,19
xpln1,43.99526315789475,1267.8563157894737,9.0,10,19
sway2,42.80368421052631,946.2568421052629,2.0526315789473686,10,19
xpln2,45.114736842105266,1188.078947368421,2.0526315789473686,10,19
top,27.948421052631577,533.0584210526316,1000.0,10,19
