type,PSNR-,Energy-,Avg evals,budget,run
xpln1,43.66624999999999,1632.4037500000002,9.0,5,8
sway2,41.215,1268.8287500000001,2.125,5,8
xpln2,45.28750000000001,1137.4137500000002,2.125,5,8
top,27.700000000000003,453.7299999999999,1000.0,5,8
all,45.879999999999995,1285.3500000000001,0.0,5,9
sway1,44.571111111111115,1477.2888888888888,9.0,5,9
xpln1,43.91999999999999,1590.3855555555556,9.0,5,9
sway2,41.30666666666667,1180.1944444444446,1.8888888888888888,5,9
xpln2,45.43444444444445,1145.8433333333335,1.8888888888888888,5,9
top,27.922222222222224,440.42111111111103,1000.0,5,9
all,45.89,1283.7220000000002,0.0,5,10
sway1,44.823,1480.502,9.0,5,10
xpln1,44.10999999999999,1528.861,9.0,5,10
sway2,40.944,1181.0530000000003,2.0,5,10
xpln2,45.48300000000001,1139.9120000000003,2.0,5,10
top,27.794,450.0739999999999,1000.0,5,10
all,45.88636363636363,1277.228181818182,0.0,5,11
sway1,44.92454545454546,1467.7945454545452,9.0,5,11
xpln1,44.274545454545446,1494.8927272727271,9.0,5,11
sway2,41.49909090909092,1125.1318181818185,1.8181818181818181,5,11
xpln2,45.434545454545464,1134.4863636363639,1.8181818181818181,5,11
top,27.237272727272728,454.10454545454536,1000.0,5,11
all,45.843333333333334,1278.0500000000002,0.0,5,12
sway1,45.123333333333335,1460.9325,9.0,5,12
xpln1,44.52916666666666,1459.0033333333333,9.0,5,12
sway2,41.95416666666667,1154.1575000000003,1.9166666666666667,5,12
xpln2,45.26500000000001,1134.7050000000002,1.9166666666666667,5,12
top,26.97,463.2408333333332,1000.0,5,12
all,45.84153846153846,1274.372307692308,0.0,5,13
sway1,45.17692307692308,1395.310769230769,9.0,5,13
xpln1,44.628461538461536,1440.0915384615387,9.0,5,13
sway2,42.58615384615385,1111.1384615384618,2.0,5,13
xpln2,45.324615384615385,1100.788461538462,2.0,5,13
top,26.93769230769231,482.46230769230755,1000.0,5,13
all,45.855714285714285,1273.866428571429,0.0,5,14
sway1,44.809285714285714,1374.5842857142854,9.0,5,14
xpln1,44.82285714285714,1405.605,9.0,5,14
sway2,42.505,1071.0635714285715,2.0714285714285716,5,14
xpln2,45.26214285714286,1093.4128571428575,2.0714285714285716,5,14
top,26.960714285714285,483.8135714285713,1000.0,5,14
all,45.85133333333333,1274.6473333333338,0.0,5,15
sway1,44.57600000000001,1330.5246666666665,9.0,5,15
xpln1,44.54333333333333,1353.1393333333333,9.0,5,15
sway2,42.43933333333334,1069.400666666667,2.1333333333333333,5,15
xpln2,45.278000000000006,1084.0600000000004,2.1333333333333333,5,15
top,27.003333333333334,500.5499999999999,1000.0,5,15
all,45.606249999999996,1272.1200000000003,0.0,5,16
sway1,44.66875,1333.8693749999998,9.0,5,16
xpln1,44.36625,1336.91375,9.0,5,16
sway2,42.654375,1067.934375,2.125,5,16
xpln2,45.306250000000006,1087.7781250000003,2.125,5,16
top,26.975,517.5937499999999,1000.0,5,16
all,45.62647058823529,1268.477647058824,0.0,5,17
sway1,44.33882352941176,1319.4488235294116,9.0,5,17
xpln1,44.222941176470584,1321.165294117647,9.0,5,17
sway2,42.917058823529416,1082.2223529411765,2.176470588235294,5,17
xpln2,45.10764705882353,1086.6847058823532,2.176470588235294,5,17
top,26.918235294117647,509.0417647058822,1000.0,5,17
all,45.64333333333333,1266.6500000000003,0.0,5,18
sway1,44.160555555555554,1273.971111111111,9.0,5,18
xpln1,44.504999999999995,1278.3994444444443,9.0,5,18
sway2,43.080000000000005,1055.9227777777778,2.2222222222222223,5,18
xpln2,45.147222222222226,1087.443888888889,2.2222222222222223,5,18
top,26.97666666666667,509.24333333333317,1000.0,5,18
all,45.648421052631576,1265.0315789473686,0.0,5,19
sway1,44.26052631578948,1294.1842105263156,9.0,5,19
xpln1,44.368421052631575,1273.416842105263,9.0,5,19
sway2,43.358421052631584,1223.6573684210528,2.3684210526315788,5,19
xpln2,45.19421052631579,1102.722105263158,2.3684210526315788,5,19
top,26.87842105263158,518.7952631578946,1000.0,5,19
