type,MRE-,ACC+,PRED40+,Avg evals,budget,run
xpln2,0.0,0.0,83.33000000000001,2.0,10,11
top,0.0,0.0,83.33000000000001,1000.0,10,11
all,119.28249999999998,-12.24,0.0,0.0,10,12
sway1,8.385833333333332,-0.10000000000000002,69.44166666666668,8.0,10,12
xpln1,0.0,0.0,83.33000000000001,8.0,10,12
sway2,0.0,0.0,83.33000000000001,2.0833333333333335,10,12
xpln2,0.0,0.0,83.33000000000001,2.0833333333333335,10,12
top,0.0,0.0,83.33000000000001,1000.0,10,12
all,119.28615384615384,-12.244615384615384,0.0,0.0,10,13
sway1,7.740769230769231,-0.09230769230769233,70.51,8.0,10,13
xpln1,0.0,0.0,83.33000000000001,8.0,10,13
sway2,0.0,0.0,83.33000000000001,2.076923076923077,10,13
xpln2,0.0,0.0,83.33000000000001,2.076923076923077,10,13
top,0.0,0.0,83.33000000000001,1000.0,10,13
all,119.27285714285712,-12.241428571428571,0.0,0.0,10,14
sway1,7.187857142857142,-0.12285714285714287,65.47357142857143,8.0,10,14
xpln1,0.0,0.0,83.33000000000001,8.0,10,14
sway2,7.182857142857143,-0.03928571428571429,77.37785714285715,2.142857142857143,10,14
xpln2,0.0,0.0,83.33000000000001,2.142857142857143,10,14
top,0.0,0.0,83.33000000000001,1000.0,10,14
all,119.28799999999998,-12.241333333333333,0.0,0.0,10,15
sway1,6.708666666666667,-0.11466666666666668,66.66400000000002,8.0,10,15
xpln1,0.0,0.0,83.33,8.0,10,15
sway2,13.418,-0.09533333333333334,72.21933333333335,2.1333333333333333,10,15
xpln2,0.0,0.0,83.33,2.1333333333333333,10,15
top,0.0,0.0,83.33,1000.0,10,15
all,119.28687499999998,-12.24,0.0,0.0,10,16
sway1,6.289375,-0.10750000000000001,67.70562500000001,8.0,10,16
xpln1,0.0,0.0,83.33,8.0,10,16
sway2,12.579374999999999,-0.08937500000000001,72.91375000000001,2.375,10,16
xpln2,0.0,0.0,83.33,2.375,10,16
top,0.0,0.0,83.33,1000.0,10,16
all,119.28764705882351,-12.24,0.0,0.0,10,17
sway1,5.919411764705882,-0.10117647058823531,68.62470588235294,8.0,10,17
xpln1,0.0,0.0,83.33,8.0,10,17
sway2,11.839411764705881,-0.08411764705882353,73.5264705882353,2.235294117647059,10,17
xpln2,0.0,0.0,83.33,2.235294117647059,10,17
top,0.0,0.0,83.33,1000.0,10,17
all,119.29388888888886,-12.240000000000002,0.0,0.0,10,18
sway1,5.5905555555555555,-0.12444444444444445,64.81222222222223,8.0,10,18
xpln1,0.0,0.0,83.32999999999998,8.0,10,18
sway2,11.181666666666665,-0.10666666666666667,69.44166666666666,2.111111111111111,10,18
xpln2,0.0,0.0,83.32999999999998,2.111111111111111,10,18
top,0.0,0.0,83.32999999999998,1000.0,10,18
all,119.29315789473682,-12.241052631578947,0.0,0.0,10,19
sway1,5.296315789473684,-0.11789473684210527,65.78684210526316,8.0,10,19
xpln1,0.0,0.0,83.32999999999998,8.0,10,19
sway2,10.59315789473684,-0.1268421052631579,65.78684210526316,2.1052631578947367,10,19
xpln2,0.0,0.0,83.32999999999998,2.1052631578947367,10,19
top,0.0,0.0,83.32999999999998,1000.0,10,19
all,119.29049999999998,-12.239500000000001,0.0,0.0,10,20
sway1,5.031499999999999,-0.11200000000000002,66.664,8.0,10,20
xpln1,0.0,0.0,83.32999999999998,8.0,10,20
sway2,15.089999999999998,-0.153,62.4975,2.25,10,20
xpln2,0.0,0.0,83.32999999999998,2.25,10,20
top,0.0,0.0,83.32999999999998,1000.0,10,20
