type,MRE-,ACC+,PRED40+,Avg evals,budget,run
top,0.0,0.0,83.33000000000001,1000.0,5,13
all,119.26214285714289,-12.228571428571428,0.0,0.0,5,14
sway1,21.56714285714286,-0.1357142857142857,65.47357142857143,8.0,5,14
xpln1,7.190714285714286,-0.09285714285714286,71.42571428571429,8.0,5,14
sway2,21.58571428571429,-0.15357142857142855,65.47357142857143,1.5714285714285714,5,14
xpln2,7.187857142857142,-0.12928571428571428,71.42571428571429,1.5714285714285714,5,14
top,0.0,0.0,83.33000000000001,1000.0,5,14
all,119.25733333333338,-12.229333333333333,0.0,0.0,5,15
sway1,26.84733333333333,-0.17666666666666667,61.10866666666667,8.0,5,15
xpln1,6.711333333333333,-0.08666666666666667,72.21933333333335,8.0,5,15
sway2,26.848666666666666,-0.178,61.10866666666667,1.6,5,15
xpln2,6.708666666666667,-0.12066666666666667,72.21933333333335,1.6,5,15
top,0.0,0.0,83.33,1000.0,5,15
all,119.26937500000004,-12.2325,0.0,0.0,5,16
sway1,31.46125,-0.20625,57.28937500000001,8.0,5,16
xpln1,6.291875,-0.08125,72.91375000000001,8.0,5,16
sway2,25.170625,-0.166875,62.49750000000001,1.5,5,16
xpln2,6.289375,-0.113125,72.91375000000001,1.5,5,16
top,0.0,0.0,83.33,1000.0,5,16
all,119.27294117647062,-12.231764705882354,0.0,0.0,5,17
sway1,29.610588235294117,-0.1941176470588235,58.82117647058824,8.0,5,17
xpln1,5.921764705882353,-0.07647058823529412,73.5264705882353,8.0,5,17
sway2,23.69,-0.15705882352941175,63.7229411764706,1.588235294117647,5,17
xpln2,5.919411764705882,-0.10647058823529412,73.5264705882353,1.588235294117647,5,17
top,0.0,0.0,83.33,1000.0,5,17
all,119.27222222222225,-12.232222222222223,0.0,0.0,5,18
sway1,27.965555555555554,-0.18333333333333332,60.18277777777779,8.0,5,18
xpln1,5.592777777777778,-0.07222222222222223,74.07111111111111,8.0,5,18
sway2,27.991111111111113,-0.20833333333333334,60.18277777777779,1.6111111111111112,5,18
xpln2,11.175555555555555,-0.1938888888888889,69.44166666666666,1.6111111111111112,5,18
top,0.0,0.0,83.32999999999998,1000.0,5,18
all,119.27526315789476,-12.235789473684212,0.0,0.0,5,19
sway1,26.493684210526315,-0.17368421052631577,61.401052631578956,8.0,5,19
xpln1,11.567368421052631,-0.7078947368421054,70.17263157894736,8.0,5,19
sway2,26.517894736842106,-0.19736842105263158,61.401052631578956,1.6842105263157894,5,19
xpln2,16.860000000000003,-0.8247368421052631,65.78684210526316,1.6842105263157894,5,19
top,0.0,0.0,83.32999999999998,1000.0,5,19
all,119.26650000000002,-12.236,0.0,0.0,5,20
sway1,25.169,-0.16499999999999998,62.4975,8.0,5,20
xpln1,10.989,-0.6725000000000001,70.8305,8.0,5,20
sway2,30.2635,-0.256,58.331,1.75,5,20
xpln2,16.017000000000003,-0.7835,66.664,1.75,5,20
top,0.0,0.0,83.32999999999998,1000.0,5,20
