type,MRE-,ACC+,PRED40+,Avg evals,budget,run
sway2,73.44846153846153,7.5407692307692304,21.153846153846153,1.5384615384615385,10,13
xpln2,73.76384615384615,7.54,25.0,1.5384615384615385,10,13
top,65.63076923076923,11.876923076923076,25.0,1000.0,10,13
all,75.03214285714286,7.1242857142857146,25.0,0.0,10,14
sway1,73.48428571428572,7.510714285714285,21.428571428571427,8.0,10,14
xpln1,73.8442857142857,7.509285714285714,25.0,8.0,10,14
sway2,73.52499999999999,7.522142857142858,21.428571428571427,1.5714285714285714,10,14
xpln2,73.76214285714285,7.539285714285714,25.0,1.5714285714285714,10,14
top,65.6107142857143,11.874285714285714,25.0,1000.0,10,14
all,75.05199999999999,7.124666666666667,25.0,0.0,10,15
sway1,73.434,7.481999999999999,20.0,8.0,10,15
xpln1,73.82933333333334,7.516,25.0,8.0,10,15
sway2,73.53533333333333,7.523333333333334,21.666666666666668,1.6,10,15
xpln2,73.75266666666667,7.544,25.0,1.6,10,15
top,65.64466666666667,11.744666666666665,25.0,1000.0,10,15
all,75.053125,7.126250000000001,25.0,0.0,10,16
sway1,73.465625,7.481249999999999,20.3125,8.0,10,16
xpln1,73.83125,7.515625,25.0,8.0,10,16
sway2,75.189375,7.0531250000000005,22.65625,1.625,10,16
xpln2,75.393125,7.0725,25.78125,1.625,10,16
top,65.5575,11.741249999999999,25.0,1000.0,10,16
all,75.05941176470589,7.128823529411766,25.0,0.0,10,17
sway1,73.57058823529412,7.457058823529411,19.11764705882353,8.0,10,17
xpln1,73.84176470588235,7.512941176470588,25.0,8.0,10,17
sway2,75.08176470588235,7.084117647058824,22.794117647058822,1.6470588235294117,10,17
xpln2,75.29,7.101764705882353,25.735294117647058,1.6470588235294117,10,17
top,65.34529411764707,11.717058823529412,25.0,1000.0,10,17
all,75.05222222222223,7.131666666666667,25.0,0.0,10,18
sway1,73.41833333333334,7.51111111111111,19.444444444444443,8.0,10,18
xpln1,73.83999999999999,7.513888888888889,25.0,8.0,10,18
sway2,74.97444444444444,7.111111111111111,22.916666666666668,1.5555555555555556,10,18
xpln2,75.19944444444445,7.127222222222222,25.694444444444443,1.5555555555555556,10,18
top,65.32944444444445,11.715555555555556,25.0,1000.0,10,18
all,75.04105263157895,7.1342105263157904,25.0,0.0,10,19
sway1,73.41,7.52,19.736842105263158,8.0,10,19
xpln1,73.83157894736841,7.516315789473684,25.0,8.0,10,19
sway2,74.9121052631579,7.128947368421052,23.026315789473685,1.5789473684210527,10,19
xpln2,75.12421052631579,7.14736842105263,25.657894736842106,1.5789473684210527,10,19
top,65.29578947368422,11.647894736842105,25.0,1000.0,10,19
all,75.0365,7.1370000000000005,25.0,0.0,10,20
sway1,73.518,7.4925,18.75,8.0,10,20
xpln1,73.824,7.518000000000001,25.0,8.0,10,20
sway2,74.85849999999999,7.133,23.125,1.6,10,20
xpln2,75.057,7.166499999999999,25.625,1.6,10,20
top,65.408,11.534,25.0,1000.0,10,20
