type,CityMPG+,HighwayMPG+,Weight-,Class-,Avg evals,budget,run
sway1,27.818181818181817,33.18181818181818,2295.909090909091,9.363636363636363,2.2,10,11
xpln1,28.636363636363637,33.09090909090909,2358.181818181818,10.263636363636364,2.2,10,11
sway2,27.181818181818183,34.09090909090909,2321.818181818182,9.818181818181818,0.0,10,11
xpln2,28.727272727272727,33.09090909090909,2330.0,10.463636363636365,0.0,10,11
top,31.0,37.0,2055.0,8.599999999999998,51.15,10,11
all,21.0,28.0,3040.0,17.699999999999996,0.0,10,12
sway1,27.916666666666668,33.166666666666664,2295.8333333333335,9.341666666666667,2.4,10,12
xpln1,28.666666666666668,33.083333333333336,2357.0833333333335,10.241666666666667,2.4,10,12
sway2,27.25,34.0,2331.6666666666665,9.966666666666667,0.0,10,12
xpln2,28.75,33.083333333333336,2329.5833333333335,10.408333333333333,0.0,10,12
top,31.0,37.0,2055.0,8.599999999999998,55.8,10,12
all,21.0,28.0,3040.0,17.699999999999996,0.0,10,13
sway1,28.0,33.15384615384615,2299.6153846153848,9.26923076923077,2.6,10,13
xpln1,28.692307692307693,33.07692307692308,2354.6153846153848,10.207692307692309,2.6,10,13
sway2,27.384615384615383,34.15384615384615,2331.153846153846,9.86153846153846,0.0,10,13
xpln2,28.76923076923077,33.07692307692308,2329.230769230769,10.26923076923077,0.0,10,13
top,31.0,37.0,2055.0,8.599999999999998,60.45,10,13
all,21.0,28.0,3040.0,17.699999999999996,0.0,10,14
sway1,27.785714285714285,33.142857142857146,2295.3571428571427,9.257142857142856,2.8,10,14
xpln1,28.714285714285715,33.07142857142857,2352.5,10.17857142857143,2.8,10,14
sway2,27.5,34.07142857142857,2327.8571428571427,9.87142857142857,0.0,10,14
xpln2,28.785714285714285,33.142857142857146,2330.3571428571427,10.25,0.0,10,14
top,31.0,37.0,2055.0,8.599999999999998,65.1,10,14
all,21.0,28.0,3040.0,17.699999999999996,0.0,10,15
sway1,27.866666666666667,33.333333333333336,2297.3333333333335,9.2,3.0,10,15
xpln1,28.733333333333334,33.06666666666667,2352.0,10.166666666666668,3.0,10,15
sway2,27.333333333333332,34.0,2335.3333333333335,9.986666666666666,0.0,10,15
xpln2,28.333333333333332,32.93333333333333,2371.6666666666665,10.84,0.0,10,15
top,31.0,37.0,2055.0,8.599999999999998,69.75,10,15
all,21.0,28.0,3040.0,17.699999999999996,0.0,10,16
sway1,27.9375,33.3125,2300.3125,9.15,3.2,10,16
xpln1,28.75,33.0625,2351.5625,10.156250000000002,3.2,10,16
sway2,27.375,33.9375,2341.875,10.087499999999999,0.0,10,16
xpln2,28.375,32.9375,2368.75,10.775,0.0,10,16
top,31.0,37.0,2055.0,8.599999999999998,74.4,10,16
all,21.0,28.0,3040.0,17.699999999999996,0.0,10,17
sway1,28.0,33.294117647058826,2298.529411764706,9.147058823529411,3.4,10,17
xpln1,28.764705882352942,33.05882352941177,2334.1176470588234,10.064705882352943,3.4,10,17
sway2,27.294117647058822,33.88235294117647,2339.1176470588234,10.1,0.0,10,17
xpln2,28.0,32.76470588235294,2402.9411764705883,11.264705882352942,0.0,10,17
top,31.0,37.0,2055.0,8.599999999999998,79.05,10,17
all,21.0,28.0,3040.0,17.699999999999996,0.0,10,18
sway1,28.055555555555557,33.333333333333336,2301.3888888888887,9.294444444444444,3.6,10,18
xpln1,28.77777777777778,33.05555555555556,2330.5555555555557,10.016666666666667,3.6,10,18
sway2,27.166666666666668,33.72222222222222,2339.722222222222,10.11111111111111,0.0,10,18
xpln2,27.666666666666668,32.611111111111114,2433.3333333333335,11.7,0.0,10,18
top,31.0,37.0,2055.0,8.599999999999998,83.7,10,18
all,21.0,28.0,3040.0,17.699999999999996,0.0,10,19
sway1,28.105263157894736,33.31578947368421,2302.6315789473683,9.247368421052633,3.8,10,19
xpln1,28.789473684210527,33.05263157894737,2331.315789473684,10.015789473684212,3.8,10,19
sway2,27.263157894736842,33.8421052631579,2340.0,10.121052631578948,0.0,10,19
xpln2,27.736842105263158,32.63157894736842,2427.6315789473683,11.6,0.0,10,19
top,31.0,37.0,2055.0,8.599999999999998,88.35,10,19
all,21.0,28.0,3040.0,17.699999999999996,0.0,10,20
sway1,28.2,33.45,2304.75,9.275000000000002,4.0,10,20
xpln1,28.8,33.05,2332.25,10.06,4.0,10,20
sway2,27.2,33.8,2339.25,10.030000000000001,0.0,10,20
xpln2,27.85,32.8,2418.25,11.475,0.0,10,20
top,31.0,37.0,2055.0,8.599999999999998,93.0,10,20
